osmid,y,x,street_count,highway,geometry
6709211182,-7.3389736,112.7406746,2,,POINT (112.7406746 -7.3389736)
6709211183,-7.3389656,112.7402333,3,,POINT (112.7402333 -7.3389656)
6709211184,-7.3389616,112.7401978,3,,POINT (112.7401978 -7.3389616)
6709234785,-7.3389463,112.7401047,2,,POINT (112.7401047 -7.3389463)
6709234786,-7.3389291,112.7400021,2,,POINT (112.7400021 -7.3389291)
6709234787,-7.338957,112.7401489,2,,POINT (112.7401489 -7.338957)
6709234789,-7.3395097,112.740911,2,,POINT (112.740911 -7.3395097)
6709234790,-7.3395495,112.7412211,2,,POINT (112.7412211 -7.3395495)
6709234791,-7.3395774,112.7414866,2,,POINT (112.7414866 -7.3395774)
6709234793,-7.3395841,112.7415558,2,,POINT (112.7415558 -7.3395841)
6709234794,-7.3374692,112.7410944,2,,POINT (112.7410944 -7.3374692)
6709405256,-7.3348838,112.7358922,2,,POINT (112.7358922 -7.3348838)
6709405257,-7.3348735,112.7359036,2,,POINT (112.7359036 -7.3348735)
6709405258,-7.3347914,112.7360091,2,,POINT (112.7360091 -7.3347914)
6709405259,-7.3347678,112.7360183,2,,POINT (112.7360183 -7.3347678)
6709405260,-7.3345669,112.7359834,2,,POINT (112.7359834 -7.3345669)
6709405261,-7.3345882,112.7360062,2,,POINT (112.7360062 -7.3345882)
6709405262,-7.3345509,112.7359419,2,,POINT (112.7359419 -7.3345509)
6709405263,-7.334547,112.7358949,2,,POINT (112.7358949 -7.334547)
6709405264,-7.3336352,112.7358279,2,,POINT (112.7358279 -7.3336352)
6709405265,-7.3336627,112.7358125,2,,POINT (112.7358125 -7.3336627)
6709405266,-7.3337749,112.7357507,2,,POINT (112.7357507 -7.3337749)
6709405267,-7.3326548,112.7369198,2,,POINT (112.7369198 -7.3326548)
6709405268,-7.3326489,112.7368806,2,,POINT (112.7368806 -7.3326489)
6709416751,-7.3317178,112.7386415,2,,POINT (112.7386415 -7.3317178)
6709416752,-7.3317324,112.7385825,2,,POINT (112.7385825 -7.3317324)
6709416753,-7.3317337,112.7384269,2,,POINT (112.7384269 -7.3317337)
6709416754,-7.3316606,112.7382834,2,,POINT (112.7382834 -7.3316606)
6709416755,-7.3315552,112.7382097,2,,POINT (112.7382097 -7.3315552)
6709416756,-7.3315721,112.7382123,2,,POINT (112.7382123 -7.3315721)
6709416757,-7.3315342,112.738215,2,,POINT (112.738215 -7.3315342)
6709416758,-7.33134,112.7382834,2,,POINT (112.7382834 -7.33134)
6709416759,-7.3312535,112.7383129,2,,POINT (112.7383129 -7.3312535)
6709416760,-7.3322349,112.7375814,2,,POINT (112.7375814 -7.3322349)
6709416761,-7.3322631,112.7375616,2,,POINT (112.7375616 -7.3322631)
6709416762,-7.3323539,112.737344,2,,POINT (112.737344 -7.3323539)
6709416763,-7.3323609,112.7373014,2,,POINT (112.7373014 -7.3323609)
6709416764,-7.3323662,112.7372588,2,,POINT (112.7372588 -7.3323662)
6722325500,-7.333268,112.7355523,2,,POINT (112.7355523 -7.333268)
6722325501,-7.3332855,112.7355444,2,,POINT (112.7355444 -7.3332855)
6722325502,-7.3364726,112.737596,2,,POINT (112.737596 -7.3364726)
6722325503,-7.3365226,112.7375876,2,,POINT (112.7375876 -7.3365226)
6722325508,-7.3307228,112.7364019,2,,POINT (112.7364019 -7.3307228)
6722325511,-7.3389028,112.7326186,2,,POINT (112.7326186 -7.3389028)
6722325512,-7.3388918,112.7326119,2,,POINT (112.7326119 -7.3388918)
6722325513,-7.3388685,112.7325901,2,,POINT (112.7325901 -7.3388685)
6722325514,-7.3388778,112.7325978,2,,POINT (112.7325978 -7.3388778)
6722325515,-7.3387621,112.7326094,2,,POINT (112.7326094 -7.3387621)
6722325516,-7.3387555,112.7326059,2,,POINT (112.7326059 -7.3387555)
6722325517,-7.3387357,112.7325916,2,,POINT (112.7325916 -7.3387357)
6722325518,-7.3387422,112.7325941,2,,POINT (112.7325941 -7.3387422)
6722325519,-7.336205,112.7336224,2,,POINT (112.7336224 -7.336205)
6722325520,-7.3361365,112.7335188,2,,POINT (112.7335188 -7.3361365)
6722325521,-7.3361558,112.7335225,2,,POINT (112.7335225 -7.3361558)
6722325522,-7.3361178,112.7335225,2,,POINT (112.7335225 -7.3361178)
6722325523,-7.3393094,112.738899,2,,POINT (112.738899 -7.3393094)
6722325525,-7.3381782,112.7383817,2,,POINT (112.7383817 -7.3381782)
6722325526,-7.3382337,112.7383877,2,,POINT (112.7383877 -7.3382337)
6722325527,-7.3382617,112.7383844,2,,POINT (112.7383844 -7.3382617)
6722325528,-7.3381443,112.7383766,2,,POINT (112.7383766 -7.3381443)
6722325529,-7.3368308,112.7395702,1,,POINT (112.7395702 -7.3368308)
6722325532,-7.3312602,112.7391122,2,,POINT (112.7391122 -7.3312602)
6722325533,-7.3312256,112.7389339,2,,POINT (112.7389339 -7.3312256)
6722325534,-7.3312243,112.7385946,2,,POINT (112.7385946 -7.3312243)
6722325535,-7.3312283,112.7387032,2,,POINT (112.7387032 -7.3312283)
6722325536,-7.3311897,112.7384377,2,,POINT (112.7384377 -7.3311897)
6722325537,-7.3312283,112.7386375,2,,POINT (112.7386375 -7.3312283)
6722325538,-7.3324972,112.7365547,2,,POINT (112.7365547 -7.3324972)
6722325539,-7.33265,112.7369113,2,,POINT (112.7369113 -7.33265)
6722325540,-7.3326632,112.7369266,2,,POINT (112.7369266 -7.3326632)
6722325541,-7.3326482,112.7369021,2,,POINT (112.7369021 -7.3326482)
6722325542,-7.3331586,112.7363167,2,,POINT (112.7363167 -7.3331586)
6722325543,-7.3331656,112.736315,2,,POINT (112.736315 -7.3331656)
6722325544,-7.333155,112.7363207,2,,POINT (112.7363207 -7.333155)
6722325545,-7.3331816,112.736316,2,,POINT (112.736316 -7.3331816)
6722325546,-7.3343767,112.7348944,2,,POINT (112.7348944 -7.3343767)
6722325547,-7.33441,112.7348978,2,,POINT (112.7348978 -7.33441)
6722325548,-7.3344346,112.7348931,2,,POINT (112.7348931 -7.3344346)
6722325549,-7.3344525,112.7348709,2,,POINT (112.7348709 -7.3344525)
6722325550,-7.3344856,112.7347644,2,,POINT (112.7347644 -7.3344856)
6722325551,-7.3352065,112.7342371,2,,POINT (112.7342371 -7.3352065)
6722325552,-7.3349867,112.7340853,2,,POINT (112.7340853 -7.3349867)
6722325553,-7.3351699,112.7341765,4,,POINT (112.7341765 -7.3351699)
6722325554,-7.3356151,112.7340402,1,,POINT (112.7340402 -7.3356151)
6722325555,-7.3353973,112.734502,2,,POINT (112.734502 -7.3353973)
6722325557,-7.3360932,112.7317878,2,,POINT (112.7317878 -7.3360932)
6722325558,-7.3400131,112.7369397,2,,POINT (112.7369397 -7.3400131)
6722325559,-7.3400084,112.7369772,2,,POINT (112.7369772 -7.3400084)
6722325560,-7.3399579,112.737063,2,,POINT (112.737063 -7.3399579)
6722325561,-7.3396808,112.7372439,2,,POINT (112.7372439 -7.3396808)
6722325562,-7.339657,112.7372552,2,,POINT (112.7372552 -7.339657)
6722325563,-7.3396334,112.7372635,2,,POINT (112.7372635 -7.3396334)
6722325567,-7.3391046,112.7351047,2,,POINT (112.7351047 -7.3391046)
6722325568,-7.3391126,112.7350903,2,,POINT (112.7350903 -7.3391126)
6722325569,-7.3391385,112.7350728,2,,POINT (112.7350728 -7.3391385)
6722325570,-7.3392137,112.7346869,2,,POINT (112.7346869 -7.3392137)
6722325571,-7.3392189,112.7346817,2,,POINT (112.7346817 -7.3392189)
6722325572,-7.3392908,112.7346572,2,,POINT (112.7346572 -7.3392908)
6722325573,-7.3392992,112.7346614,2,,POINT (112.7346614 -7.3392992)
6722325574,-7.3392835,112.7346577,2,,POINT (112.7346577 -7.3392835)
6722325575,-7.339211,112.734696,2,,POINT (112.734696 -7.339211)
6722325576,-7.3392263,112.7346785,2,,POINT (112.7346785 -7.3392263)
6722325577,-7.3381321,112.7340942,2,,POINT (112.7340942 -7.3381321)
6722325578,-7.3381335,112.7340905,2,,POINT (112.7340905 -7.3381335)
6722325579,-7.3381383,112.7340854,2,,POINT (112.7340854 -7.3381383)
6722325580,-7.3392649,112.7338846,2,,POINT (112.7338846 -7.3392649)
6722325581,-7.3380598,112.7320848,2,,POINT (112.7320848 -7.3380598)
6722346385,-7.3318069,112.7317831,2,,POINT (112.7317831 -7.3318069)
6722346386,-7.3338441,112.7357052,3,,POINT (112.7357052 -7.3338441)
6722346387,-7.334007,112.7352137,2,,POINT (112.7352137 -7.334007)
6722346388,-7.3340206,112.7352381,2,,POINT (112.7352381 -7.3340206)
6722346389,-7.3340225,112.7352661,2,,POINT (112.7352661 -7.3340225)
6722346390,-7.3340121,112.7352921,2,,POINT (112.7352921 -7.3340121)
6722346391,-7.3339917,112.735311,2,,POINT (112.735311 -7.3339917)
6722346392,-7.3339652,112.7353192,2,,POINT (112.7353192 -7.3339652)
6722346393,-7.3339376,112.735315,2,,POINT (112.735315 -7.3339376)
6722346394,-7.3339005,112.7352746,2,,POINT (112.7352746 -7.3339005)
6722346395,-7.3339145,112.7352991,2,,POINT (112.7352991 -7.3339145)
6722346396,-7.3338986,112.7352464,2,,POINT (112.7352464 -7.3338986)
6722346397,-7.333909,112.7352202,2,,POINT (112.7352202 -7.333909)
6722346398,-7.3339297,112.7352011,2,,POINT (112.7352011 -7.3339297)
6722346399,-7.3339566,112.7351931,2,,POINT (112.7351931 -7.3339566)
6722346400,-7.3339841,112.7351976,2,,POINT (112.7351976 -7.3339841)
6722346401,-7.3340948,112.7346971,3,,POINT (112.7346971 -7.3340948)
6722346402,-7.3340209,112.7347796,2,,POINT (112.7347796 -7.3340209)
6722346403,-7.3340688,112.7348287,3,,POINT (112.7348287 -7.3340688)
6722346404,-7.334028,112.7347444,2,,POINT (112.7347444 -7.334028)
6722346405,-7.3340091,112.7348379,2,,POINT (112.7348379 -7.3340091)
6722346406,-7.3340047,112.7348599,2,,POINT (112.7348599 -7.3340047)
6722346407,-7.3340144,112.7348118,2,,POINT (112.7348118 -7.3340144)
6722346408,-7.3340202,112.7350648,2,,POINT (112.7350648 -7.3340202)
6722346409,-7.3339661,112.7350516,2,,POINT (112.7350516 -7.3339661)
6722346410,-7.3339995,112.7348859,2,,POINT (112.7348859 -7.3339995)
6722346411,-7.3339706,112.7351938,2,,POINT (112.7351938 -7.3339706)
6722346412,-7.3339965,112.7352044,3,,POINT (112.7352044 -7.3339965)
6722346413,-7.3340151,112.7352252,2,,POINT (112.7352252 -7.3340151)
6722346414,-7.3340231,112.735252,2,,POINT (112.735252 -7.3340231)
6722346415,-7.3340187,112.7352797,2,,POINT (112.7352797 -7.3340187)
6722346416,-7.334003,112.7353027,2,,POINT (112.7353027 -7.334003)
6722346417,-7.3339789,112.7353166,2,,POINT (112.7353166 -7.3339789)
6722346418,-7.3339512,112.7353187,3,,POINT (112.7353187 -7.3339512)
6722346419,-7.3339251,112.7353084,2,,POINT (112.7353084 -7.3339251)
6722346420,-7.3339061,112.7352876,2,,POINT (112.7352876 -7.3339061)
6722346421,-7.333898,112.7352606,2,,POINT (112.7352606 -7.333898)
6722346422,-7.3339023,112.7352327,2,,POINT (112.7352327 -7.3339023)
6722346423,-7.3339183,112.7352095,2,,POINT (112.7352095 -7.3339183)
6722346424,-7.3339427,112.7351956,3,,POINT (112.7351956 -7.3339427)
6722346426,-7.3351495,112.7367774,2,,POINT (112.7367774 -7.3351495)
6722346427,-7.3351641,112.7367935,2,,POINT (112.7367935 -7.3351641)
6722346435,-7.3312216,112.7388668,2,,POINT (112.7388668 -7.3312216)
6722346436,-7.3331024,112.7311153,2,,POINT (112.7311153 -7.3331024)
6722346437,-7.3330732,112.7309409,2,,POINT (112.7309409 -7.3330732)
6722346438,-7.3330532,112.7309167,2,,POINT (112.7309167 -7.3330532)
6722346439,-7.3323716,112.7313272,2,,POINT (112.7313272 -7.3323716)
6722346441,-7.3325052,112.7309838,2,,POINT (112.7309838 -7.3325052)
6722346442,-7.3324926,112.7309878,2,,POINT (112.7309878 -7.3324926)
6722346443,-7.3324793,112.7309965,2,,POINT (112.7309965 -7.3324793)
6722346448,-7.3394591,112.729813,2,,POINT (112.729813 -7.3394591)
6722346451,-7.3351927,112.7304922,3,,POINT (112.7304922 -7.3351927)
6722346452,-7.3352641,112.7305288,2,,POINT (112.7305288 -7.3352641)
6722346453,-7.3352551,112.7304908,2,,POINT (112.7304908 -7.3352551)
6722346454,-7.3352599,112.7305097,2,,POINT (112.7305097 -7.3352599)
6722346455,-7.3352672,112.7305352,2,,POINT (112.7305352 -7.3352672)
6722346456,-7.3346427,112.7308376,2,,POINT (112.7308376 -7.3346427)
6722346457,-7.3368233,112.733069,2,,POINT (112.733069 -7.3368233)
6722346458,-7.3374146,112.7347203,2,,POINT (112.7347203 -7.3374146)
6722346459,-7.3384536,112.7345685,2,,POINT (112.7345685 -7.3384536)
6722346460,-7.3383804,112.7345464,2,,POINT (112.7345464 -7.3383804)
6722346461,-7.3384177,112.7345525,2,,POINT (112.7345525 -7.3384177)
6722346462,-7.337484,112.7361092,2,,POINT (112.7361092 -7.337484)
6722346463,-7.3374977,112.7360787,2,,POINT (112.7360787 -7.3374977)
6722346464,-7.3379375,112.7360542,2,,POINT (112.7360542 -7.3379375)
6722346465,-7.3352699,112.7375458,2,,POINT (112.7375458 -7.3352699)
6722346466,-7.3352965,112.7375555,2,,POINT (112.7375555 -7.3352965)
6722346467,-7.3354973,112.7375585,2,,POINT (112.7375585 -7.3354973)
6722346468,-7.3355233,112.7375378,2,,POINT (112.7375378 -7.3355233)
6722346469,-7.3356829,112.7374573,2,,POINT (112.7374573 -7.3356829)
6722346470,-7.3360933,112.7372743,2,,POINT (112.7372743 -7.3360933)
6722346471,-7.335447,112.7376691,2,,POINT (112.7376691 -7.335447)
6722346472,-7.3353244,112.7375752,2,,POINT (112.7375752 -7.3353244)
6722346473,-7.3337346,112.7372773,2,,POINT (112.7372773 -7.3337346)
6722346474,-7.3337165,112.7372815,2,,POINT (112.7372815 -7.3337165)
6722346475,-7.3337236,112.7372783,2,,POINT (112.7372783 -7.3337236)
6722346476,-7.3337116,112.7372863,2,,POINT (112.7372863 -7.3337116)
6722346477,-7.3335357,112.7381644,2,,POINT (112.7381644 -7.3335357)
6722346478,-7.3335427,112.7381775,2,,POINT (112.7381775 -7.3335427)
6722346479,-7.3335334,112.7381507,2,,POINT (112.7381507 -7.3335334)
6722346482,-7.3354457,112.7384351,2,,POINT (112.7384351 -7.3354457)
6722346483,-7.3353971,112.7384503,2,,POINT (112.7384503 -7.3353971)
6722346484,-7.3364178,112.7380068,2,,POINT (112.7380068 -7.3364178)
6722346486,-7.3363696,112.7376471,2,,POINT (112.7376471 -7.3363696)
6722346487,-7.3365163,112.737922,2,,POINT (112.737922 -7.3365163)
6722346488,-7.3365595,112.7379005,2,,POINT (112.7379005 -7.3365595)
6722346491,-7.336682,112.7367481,2,,POINT (112.7367481 -7.336682)
6722346492,-7.3366542,112.7367481,2,,POINT (112.7367481 -7.3366542)
6722346493,-7.3366681,112.7367448,2,,POINT (112.7367448 -7.3366681)
6722346494,-7.3366266,112.7367573,2,,POINT (112.7367573 -7.3366266)
6722346495,-7.3356102,112.737113,2,,POINT (112.737113 -7.3356102)
6722346501,-7.3356317,112.7368316,2,,POINT (112.7368316 -7.3356317)
6722346502,-7.3356486,112.7368194,2,,POINT (112.7368194 -7.3356486)
6722346503,-7.3372352,112.7394783,3,,POINT (112.7394783 -7.3372352)
6722346507,-7.3383551,112.737808,2,,POINT (112.737808 -7.3383551)
6722346508,-7.3382114,112.7379421,1,,POINT (112.7379421 -7.3382114)
6722346509,-7.3383205,112.7379079,2,,POINT (112.7379079 -7.3383205)
6722346510,-7.3383498,112.7378865,2,,POINT (112.7378865 -7.3383498)
6722346511,-7.3383598,112.7378616,2,,POINT (112.7378616 -7.3383598)
6722346512,-7.3383598,112.7378362,2,,POINT (112.7378362 -7.3383598)
6722346513,-7.3382984,112.7375292,3,,POINT (112.7375292 -7.3382984)
6722638258,-7.3410765,112.7407269,1,,POINT (112.7407269 -7.3410765)
6722638268,-7.3407104,112.7389914,3,,POINT (112.7389914 -7.3407104)
6722641490,-7.3375637,112.7395305,2,,POINT (112.7395305 -7.3375637)
6722641491,-7.3375926,112.739534,2,,POINT (112.739534 -7.3375926)
6722641492,-7.3395137,112.7404815,2,,POINT (112.7404815 -7.3395137)
6722641493,-7.3395629,112.7409281,2,,POINT (112.7409281 -7.3395629)
6722641494,-7.3395682,112.7410045,2,,POINT (112.7410045 -7.3395682)
6722641495,-7.3395921,112.7412553,2,,POINT (112.7412553 -7.3395921)
6722641499,-7.3402386,112.7412231,2,,POINT (112.7412231 -7.3402386)
6722641500,-7.3400896,112.7411226,2,,POINT (112.7411226 -7.3400896)
6722804060,-7.3391306,112.7373517,3,,POINT (112.7373517 -7.3391306)
6722804061,-7.3391332,112.7372745,2,,POINT (112.7372745 -7.3391332)
6722804062,-7.3391379,112.7372475,2,,POINT (112.7372475 -7.3391379)
6722804063,-7.3391479,112.737234,2,,POINT (112.737234 -7.3391479)
6722804076,-7.3396832,112.7371274,2,,POINT (112.7371274 -7.3396832)
6722804077,-7.3397118,112.7371154,2,,POINT (112.7371154 -7.3397118)
6722804078,-7.33966,112.7371395,2,,POINT (112.7371395 -7.33966)
6722826098,-7.3410838,112.7370221,2,,POINT (112.7370221 -7.3410838)
6722826099,-7.3415653,112.7362926,2,,POINT (112.7362926 -7.3415653)
6722826100,-7.3415414,112.7362711,2,,POINT (112.7362711 -7.3415414)
6722826101,-7.3415507,112.7362845,2,,POINT (112.7362845 -7.3415507)
6722826102,-7.341582,112.7362959,2,,POINT (112.7362959 -7.341582)
6722826103,-7.3418546,112.7357608,2,,POINT (112.7357608 -7.3418546)
6722826104,-7.3418187,112.7357447,2,,POINT (112.7357447 -7.3418187)
6722826105,-7.3414975,112.73517,2,,POINT (112.73517 -7.3414975)
6722826106,-7.3414482,112.7350503,3,,POINT (112.7350503 -7.3414482)
6722826107,-7.3413479,112.735115,2,,POINT (112.735115 -7.3413479)
6722826108,-7.3413215,112.7351237,2,,POINT (112.7351237 -7.3413215)
6722826109,-7.3412916,112.7351245,2,,POINT (112.7351245 -7.3412916)
6722826110,-7.3412704,112.7351105,3,,POINT (112.7351105 -7.3412704)
6722826111,-7.3412627,112.7350884,2,,POINT (112.7350884 -7.3412627)
6722826112,-7.3412632,112.7350639,2,,POINT (112.7350639 -7.3412632)
6722826113,-7.3412792,112.7350354,2,,POINT (112.7350354 -7.3412792)
6722826114,-7.3413958,112.73493,3,,POINT (112.73493 -7.3413958)
6722826115,-7.3398472,112.7333331,2,,POINT (112.7333331 -7.3398472)
6722826116,-7.3397639,112.7333759,2,,POINT (112.7333759 -7.3397639)
6722826120,-7.3402811,112.7390297,2,,POINT (112.7390297 -7.3402811)
6722826121,-7.3401967,112.7390237,2,,POINT (112.7390237 -7.3401967)
6722826122,-7.3401734,112.739013,2,,POINT (112.739013 -7.3401734)
6722826123,-7.3400091,112.7384651,2,,POINT (112.7384651 -7.3400091)
6722826124,-7.3400038,112.7383994,2,,POINT (112.7383994 -7.3400038)
6722826125,-7.3400257,112.7385221,2,,POINT (112.7385221 -7.3400257)
6722826126,-7.3400297,112.7383009,2,,POINT (112.7383009 -7.3400297)
6722826127,-7.3400803,112.7380185,2,,POINT (112.7380185 -7.3400803)
6722826128,-7.3371274,112.7369919,1,,POINT (112.7369919 -7.3371274)
6722826129,-7.3371913,112.7368766,2,,POINT (112.7368766 -7.3371913)
6722826130,-7.3372258,112.7368404,2,,POINT (112.7368404 -7.3372258)
6722826131,-7.3372644,112.7368243,2,,POINT (112.7368243 -7.3372644)
6722826132,-7.3373176,112.7368284,2,,POINT (112.7368284 -7.3373176)
6722826133,-7.3374121,112.7368525,2,,POINT (112.7368525 -7.3374121)
6722826134,-7.3374974,112.7368679,2,,POINT (112.7368679 -7.3374974)
6722826135,-7.3375708,112.7368748,2,,POINT (112.7368748 -7.3375708)
6722826136,-7.3379582,112.7368466,3,,POINT (112.7368466 -7.3379582)
6722842306,-7.3347699,112.7380403,2,,POINT (112.7380403 -7.3347699)
6722842307,-7.3347766,112.7380336,2,,POINT (112.7380336 -7.3347766)
6722842308,-7.3347623,112.7380433,2,,POINT (112.7380433 -7.3347623)
6722842309,-7.3347952,112.7380212,2,,POINT (112.7380212 -7.3347952)
6722842310,-7.334863,112.737626,2,,POINT (112.737626 -7.334863)
6722842311,-7.3347753,112.7375226,2,,POINT (112.7375226 -7.3347753)
6722842312,-7.3348742,112.7375611,2,,POINT (112.7375611 -7.3348742)
6722842313,-7.334856,112.7375414,2,,POINT (112.7375414 -7.334856)
6722842314,-7.3348413,112.737532,2,,POINT (112.737532 -7.3348413)
6722842315,-7.334529,112.7375847,1,,POINT (112.7375847 -7.334529)
6722842318,-7.3330283,112.7380903,2,,POINT (112.7380903 -7.3330283)
6722842319,-7.3330705,112.7380695,2,,POINT (112.7380695 -7.3330705)
6722842320,-7.3330844,112.7380461,2,,POINT (112.7380461 -7.3330844)
6722842321,-7.333125,112.7378328,2,,POINT (112.7378328 -7.333125)
6722842322,-7.3331211,112.7377778,2,,POINT (112.7377778 -7.3331211)
6722842323,-7.3331038,112.737743,2,,POINT (112.737743 -7.3331038)
6722842324,-7.3316177,112.7315096,3,,POINT (112.7315096 -7.3316177)
6722842328,-7.3330692,112.7311608,2,,POINT (112.7311608 -7.3330692)
6722842329,-7.3330918,112.731142,2,,POINT (112.731142 -7.3330918)
6722842330,-7.3325368,112.731658,3,,POINT (112.731658 -7.3325368)
6722842331,-7.3325704,112.7317737,2,,POINT (112.7317737 -7.3325704)
6722842332,-7.332595,112.7318119,2,,POINT (112.7318119 -7.332595)
6722842333,-7.3326123,112.7318213,2,,POINT (112.7318213 -7.3326123)
6722842334,-7.3326329,112.7318206,2,,POINT (112.7318206 -7.3326329)
6722842335,-7.3329761,112.7317187,2,,POINT (112.7317187 -7.3329761)
6722842336,-7.3329967,112.731704,2,,POINT (112.731704 -7.3329967)
6722842337,-7.333004,112.7316792,2,,POINT (112.7316792 -7.333004)
6722842338,-7.3329947,112.7316362,2,,POINT (112.7316362 -7.3329947)
6722842339,-7.3329847,112.7316161,2,,POINT (112.7316161 -7.3329847)
6722842340,-7.3329608,112.7315927,2,,POINT (112.7315927 -7.3329608)
6722842341,-7.3366768,112.7311546,3,,POINT (112.7311546 -7.3366768)
6722842342,-7.3365435,112.7305198,1,,POINT (112.7305198 -7.3365435)
6722842343,-7.3382061,112.7319065,2,,POINT (112.7319065 -7.3382061)
6722842344,-7.338238,112.7318769,2,,POINT (112.7318769 -7.338238)
6722842345,-7.3382647,112.7318019,2,,POINT (112.7318019 -7.3382647)
6722842346,-7.3382979,112.731767,2,,POINT (112.731767 -7.3382979)
6722842347,-7.3384296,112.731716,1,,POINT (112.731716 -7.3384296)
6722842374,-7.3421287,112.7388032,3,,POINT (112.7388032 -7.3421287)
6722842375,-7.3421353,112.7387568,2,,POINT (112.7387568 -7.3421353)
6722842376,-7.3421433,112.7387126,2,,POINT (112.7387126 -7.3421433)
6722842377,-7.3421971,112.738504,1,,POINT (112.738504 -7.3421971)
6722956540,-7.333562,112.7364367,1,,POINT (112.7364367 -7.333562)
6722956541,-7.3336014,112.736261,4,,POINT (112.736261 -7.3336014)
6722956542,-7.3336505,112.7360679,1,,POINT (112.7360679 -7.3336505)
6722956543,-7.3338719,112.7363046,2,,POINT (112.7363046 -7.3338719)
6722956544,-7.3338536,112.7363133,2,,POINT (112.7363133 -7.3338536)
6722956545,-7.3338403,112.736315,2,,POINT (112.736315 -7.3338403)
6722956546,-7.3339284,112.7361558,1,,POINT (112.7361558 -7.3339284)
6722956547,-7.3338772,112.7362966,2,,POINT (112.7362966 -7.3338772)
6722956548,-7.3338633,112.73631,2,,POINT (112.73631 -7.3338633)
6722956550,-7.3337821,112.734413,1,,POINT (112.734413 -7.3337821)
6722956551,-7.3341675,112.7341368,2,,POINT (112.7341368 -7.3341675)
6722956552,-7.3341872,112.7341737,2,,POINT (112.7341737 -7.3341872)
6722956557,-7.333126,112.7340787,2,,POINT (112.7340787 -7.333126)
6722956559,-7.3332474,112.7343882,1,,POINT (112.7343882 -7.3332474)
6723021314,-7.3384272,112.7329184,1,,POINT (112.7329184 -7.3384272)
6723021315,-7.3386387,112.7327521,3,,POINT (112.7327521 -7.3386387)
6723021318,-7.3413463,112.7406829,3,,POINT (112.7406829 -7.3413463)
6723021579,-7.3318335,112.7321283,4,,POINT (112.7321283 -7.3318335)
6725470524,-7.3372598,112.7361521,2,,POINT (112.7361521 -7.3372598)
6725470525,-7.3374178,112.7361678,2,,POINT (112.7361678 -7.3374178)
6725470526,-7.3374417,112.7361646,2,,POINT (112.7361646 -7.3374417)
6725470538,-7.3333568,112.7338444,1,,POINT (112.7338444 -7.3333568)
6725470543,-7.3352939,112.7343493,2,,POINT (112.7343493 -7.3352939)
6725501991,-7.3368542,112.7388818,2,,POINT (112.7388818 -7.3368542)
6725739264,-7.3338893,112.7362634,3,,POINT (112.7362634 -7.3338893)
6725739265,-7.3340202,112.7362919,2,,POINT (112.7362919 -7.3340202)
6725739266,-7.3340588,112.7362905,2,,POINT (112.7362905 -7.3340588)
6725739267,-7.3340827,112.7362825,2,,POINT (112.7362825 -7.3340827)
6725739268,-7.3340947,112.7362718,2,,POINT (112.7362718 -7.3340947)
6725739269,-7.3341599,112.7360103,1,,POINT (112.7360103 -7.3341599)
6725739271,-7.3341718,112.7379388,2,,POINT (112.7379388 -7.3341718)
6725739272,-7.3341625,112.7379227,2,,POINT (112.7379227 -7.3341625)
6725739273,-7.3341598,112.7379079,2,,POINT (112.7379079 -7.3341598)
6725739274,-7.334229,112.7374701,1,,POINT (112.7374701 -7.334229)
6725739275,-7.3341949,112.7376813,3,,POINT (112.7376813 -7.3341949)
6725739276,-7.3339495,112.7376404,3,,POINT (112.7376404 -7.3339495)
6725739277,-7.3338454,112.7381533,3,,POINT (112.7381533 -7.3338454)
6725739279,-7.3339961,112.7374579,1,,POINT (112.7374579 -7.3339961)
